id,TICKER,overallRatingtrenddates,overallRatingtrendratings,overallRatingdistributionlabels,overallRatingdistributionvalues,cultureAndValuestrenddates,cultureAndValuestrendratings,cultureAndValuesdistributionlabels,cultureAndValuesdistributionvalues,diversityAndInclusiontrenddates,diversityAndInclusiontrendratings,diversityAndInclusiondistributionlabels,diversityAndInclusiondistributionvalues,workLifetrenddates,workLifetrendratings,workLifedistributionlabels,workLifedistributionvalues,seniorManagementtrenddates,seniorManagementtrendratings,seniorManagementdistributionlabels,seniorManagementdistributionvalues,compAndBenefitstrenddates,compAndBenefitstrendratings,compAndBenefitsdistributionlabels,compAndBenefitsdistributionvalues,careerOpportunitiestrenddates,careerOpportunitiestrendratings,careerOpportunitiesdistributionlabels,careerOpportunitiesdistributionvalues
4138,ACN,"['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.64191, 3.5984, 3.55681, 3.53086, 3.49415, 3.47229, 3.43386, 3.71474, 3.76251, 3.77719, 3.77769, 3.87833, 3.79689, 3.69092, 3.62669, 3.48243, 3.33201, 3.19693, 3.00054, 3.00061, 2.86892, 2.89717, 2.9188, 2.85813]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[1579, 2063, 8861, 17826, 14190]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.49893, 3.4341, 3.3033, 3.30172, 3.14444, 3.09847, 3.05261, 3.3533, 3.44985, 3.44145, 3.40238, 3.40418, 3.34925, 3.29944, 3.41036, 3.25547, 3.11793, 3.03506, 2.93067, 3.05624, 2.84213, 2.85575, 2.86623, 3.07332]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[1791, 2088, 5860, 10823, 13196]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29']","[3.86391, 3.80235, 3.70174, 3.79995, 3.65494, 3.69399, 3.71486, 3.74741, 4.30107, 5.0]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[749, 814, 3020, 6767, 11582]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[2.9523, 2.95113, 2.89562, 2.87885, 2.7259, 2.69881, 2.62264, 2.80833, 3.03989, 3.11947, 3.12275, 3.11829, 3.0703, 3.12865, 3.08412, 2.99594, 2.91812, 2.89814, 2.8546, 2.83498, 2.42408, 2.42809, 2.43117, 2.53173]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[3253, 4057, 8932, 9818, 7701]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.22396, 3.14555, 3.12206, 3.14915, 3.02403, 2.96327, 2.91418, 3.19135, 3.31079, 3.36551, 3.39386, 3.39556, 3.32176, 3.28866, 3.30144, 3.13514, 2.98709, 2.87627, 2.57299, 2.51538, 2.25883, 2.28779, 2.31006, 2.49235]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[3283, 3880, 8724, 10241, 7414]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.39989, 3.33037, 3.1814, 3.04797, 3.04187, 2.98913, 2.99339, 3.39486, 3.58175, 3.6929, 3.74693, 3.74985, 3.78134, 3.72825, 3.69635, 3.57143, 3.53402, 3.43447, 3.26614, 3.16712, 3.05843, 3.07703, 3.09133, 3.07655]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[1871, 3592, 9877, 11147, 7415]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.71365, 3.65389, 3.60026, 3.58755, 3.44033, 3.36476, 3.30949, 3.67621, 3.74564, 3.6917, 3.67132, 3.67335, 3.60719, 3.49889, 3.56636, 3.51702, 3.39739, 3.26866, 3.01371, 2.88063, 2.62669, 2.65261, 2.67254, 2.84726]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[1644, 2191, 7107, 12129, 11091]"
567,ROK,"['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.93669, 3.97357, 3.9972, 4.00278, 3.97517, 3.99702, 3.93898, 3.90899, 3.91846, 3.82579, 3.75245, 3.7174, 3.69957, 3.69739, 3.7384, 3.76969, 3.77951, 3.82871, 3.82421, 3.79851, 3.77155, 3.7716, 3.81854, 3.84644]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[42, 42, 149, 275, 273]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[4.03766, 4.0686, 4.07023, 4.05154, 4.01834, 4.03813, 3.98298, 3.91045, 3.91225, 3.8887, 3.88395, 3.83197, 3.78759, 3.77828, 3.82189, 3.80481, 3.80557, 3.86403, 3.85976, 3.77549, 3.78304, 3.78711, 3.81929, 3.88299]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[46, 40, 114, 158, 275]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25']","[4.09861, 4.1148, 4.16408, 4.19162, 4.16447, 4.19044, 4.15814, 4.14015, 4.27456, 4.20276, 4.58972]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[25, 15, 70, 96, 202]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.74243, 3.768, 3.81088, 3.83603, 3.84893, 3.87678, 3.8548, 3.82968, 3.84527, 3.77532, 3.71628, 3.70136, 3.70166, 3.66872, 3.69255, 3.73752, 3.76785, 3.7473, 3.73859, 3.69127, 3.68499, 3.71866, 3.77087, 3.79231]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[38, 69, 140, 164, 221]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.52766, 3.56618, 3.62054, 3.63117, 3.58251, 3.60727, 3.55896, 3.46134, 3.46636, 3.40339, 3.32992, 3.2577, 3.23825, 3.29225, 3.30572, 3.30837, 3.32404, 3.38562, 3.35849, 3.31162, 3.34422, 3.31312, 3.38451, 3.41066]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[68, 70, 162, 169, 157]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.62937, 3.66283, 3.66453, 3.65475, 3.67339, 3.67922, 3.6468, 3.64302, 3.60863, 3.61994, 3.63433, 3.6142, 3.60202, 3.58009, 3.58423, 3.55817, 3.54405, 3.62558, 3.62276, 3.61134, 3.59124, 3.59364, 3.63543, 3.64939]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[30, 65, 168, 219, 152]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.55779, 3.59108, 3.64753, 3.64868, 3.61867, 3.60684, 3.56682, 3.5446, 3.55754, 3.49791, 3.47602, 3.38254, 3.36016, 3.39487, 3.42156, 3.45441, 3.45122, 3.4918, 3.49708, 3.46284, 3.47689, 3.47126, 3.46884, 3.50672]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[61, 52, 169, 189, 162]"
40772,FB,"['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[4.33244, 4.33199, 4.33346, 4.33783, 4.32702, 4.34263, 4.37702, 4.40843, 4.42368, 4.44122, 4.44349, 4.46555, 4.45419, 4.44964, 4.43786, 4.42515, 4.35282, 4.31974, 4.29269, 4.30579, 4.29725, 4.31491, 4.35173, 4.34955]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[172, 153, 428, 1143, 2526]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[4.21102, 4.2112, 4.2069, 4.21226, 4.21872, 4.24008, 4.27387, 4.2893, 4.30559, 4.34175, 4.34661, 4.36382, 4.37373, 4.36756, 4.34964, 4.34077, 4.27062, 4.23785, 4.20919, 4.2314, 4.22773, 4.24571, 4.28447, 4.27508]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[173, 140, 352, 711, 1696]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27']","[4.26304, 4.2585, 4.23978, 4.23539, 4.24372, 4.23139, 4.25208, 4.25, 4.23622, 4.30728, 4.29256, 4.32348]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[89, 87, 238, 480, 1100]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.71706, 3.71747, 3.73645, 3.76088, 3.77238, 3.78176, 3.82991, 3.86715, 3.90779, 3.95033, 3.9679, 3.97868, 3.98149, 3.94939, 3.91527, 3.88983, 3.81335, 3.7751, 3.77246, 3.74098, 3.71806, 3.73191, 3.74675, 3.73249]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[207, 261, 630, 776, 1189]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.99864, 3.99557, 3.98628, 3.9905, 3.99524, 4.01897, 4.05987, 4.1031, 4.122, 4.15836, 4.16589, 4.18926, 4.16924, 4.14022, 4.11275, 4.09983, 4.01261, 3.96152, 3.92969, 3.94464, 3.95226, 3.97469, 4.01402, 4.02315]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[205, 181, 474, 819, 1354]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[4.62061, 4.62274, 4.62046, 4.62203, 4.61016, 4.60436, 4.6126, 4.64208, 4.66016, 4.69508, 4.7094, 4.70926, 4.69749, 4.71201, 4.69597, 4.6787, 4.64977, 4.63471, 4.62656, 4.63381, 4.63157, 4.62982, 4.64311, 4.64252]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[47, 52, 197, 609, 2180]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[4.26751, 4.27667, 4.25434, 4.2573, 4.24841, 4.27267, 4.30112, 4.32133, 4.34871, 4.37169, 4.39238, 4.38367, 4.35398, 4.35577, 4.32131, 4.30644, 4.24746, 4.21563, 4.19437, 4.22828, 4.21758, 4.23962, 4.29075, 4.29482]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[133, 140, 404, 715, 1716]"
12667,GRMN,"['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[4.14205, 4.12587, 4.09508, 4.11816, 4.10774, 4.08823, 4.13129, 4.10411, 4.08908, 4.0844, 4.07637, 4.0082, 3.93559, 3.88918, 3.80178, 3.72373, 3.65626, 3.65023, 3.65158, 3.69216, 3.77258, 3.85557, 3.89207, 3.98443]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[10, 22, 45, 94, 149]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[4.13403, 4.09553, 4.06901, 4.08356, 3.99887, 3.92713, 4.01897, 4.03655, 3.99156, 3.97194, 3.98771, 3.90972, 3.86386, 3.87016, 3.7563, 3.71108, 3.68966, 3.65892, 3.66751, 3.69518, 3.81625, 3.94187, 3.92576, 3.99697]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[17, 12, 34, 60, 114]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25']","[4.07186, 4.0648, 3.9666, 4.00005, 3.91693, 3.84065, 3.85395, 3.84169, 3.80446, 3.81534, 3.645]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[6, 15, 23, 38, 55]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[4.25445, 4.24241, 4.18619, 4.11817, 4.0858, 4.09329, 4.13986, 4.18876, 4.07543, 4.13294, 4.10657, 4.05267, 4.02904, 4.03339, 4.0187, 3.99235, 3.93471, 3.93297, 3.86829, 3.8558, 3.91859, 4.06167, 4.07688, 4.19431]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[8, 13, 36, 56, 125]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.82951, 3.79792, 3.71036, 3.65111, 3.61855, 3.58962, 3.66585, 3.6732, 3.6611, 3.64521, 3.64078, 3.53212, 3.50348, 3.49225, 3.42525, 3.32517, 3.2691, 3.25281, 3.22756, 3.27561, 3.36404, 3.46334, 3.48813, 3.61114]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[21, 22, 37, 74, 81]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.9623, 3.94565, 3.88966, 3.88951, 3.83397, 3.83472, 3.90322, 3.91865, 3.97257, 3.92757, 3.90558, 3.83714, 3.82154, 3.8619, 3.81384, 3.74507, 3.69215, 3.68285, 3.625, 3.59466, 3.63583, 3.74528, 3.77109, 3.87695]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[11, 9, 53, 84, 81]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.73886, 3.76569, 3.78231, 3.68775, 3.57567, 3.56118, 3.64475, 3.66185, 3.70426, 3.67821, 3.67307, 3.58849, 3.52368, 3.54348, 3.49866, 3.40914, 3.33151, 3.29022, 3.19211, 3.20838, 3.2969, 3.38846, 3.39524, 3.48665]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[17, 22, 57, 69, 70]"
1467,EOG,"['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.97923, 3.98484, 4.10817, 4.32954, 4.3185, 4.41797, 4.45425, 4.31005, 4.22785, 4.177, 4.13377, 4.14031, 3.89605, 3.96153, 3.97057, 3.85345, 3.75489, 3.76818, 4.04609, 4.04609, 4.04609, 3.98359, 4.0031, 3.85144]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[4, 6, 13, 20, 35]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[4.21754, 4.22263, 4.42024, 4.27348, 4.13092, 4.27688, 4.20272, 4.01561, 4.03294, 4.03363, 3.94754, 3.95177, 3.6342, 3.6764, 3.68262, 3.50515, 3.34712, 3.36025, 3.63954, 3.63954, 3.63954, 3.63719, 3.66617, 3.40918]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[5, 3, 11, 12, 30]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29']","[3.72325, 3.7217, 3.88954, 4.0292, 4.02583, 4.42374, 4.69925, 4.56379, 4.0, 4.0]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[4, 2, 10, 6, 18]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.73074, 3.73081, 3.85469, 3.99012, 3.89374, 4.0935, 4.20566, 4.02042, 4.02562, 4.03134, 4.04169, 4.04734, 3.77387, 3.80192, 3.813, 3.65537, 3.51624, 3.53032, 3.82973, 3.82973, 3.82973, 3.82513, 3.83631, 3.59568]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[3, 3, 17, 13, 25]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.89366, 3.89929, 4.13641, 4.20354, 4.04789, 4.28353, 4.21004, 4.0276, 3.86468, 3.86706, 3.85823, 3.86111, 3.63133, 3.73072, 3.74082, 3.57221, 3.42261, 3.43617, 3.72444, 3.72444, 3.72444, 3.71963, 3.73955, 3.60098]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[6, 4, 8, 15, 28]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[4.19813, 4.20947, 4.49352, 4.66591, 4.60176, 4.63308, 4.59588, 4.34385, 4.24172, 4.24663, 4.27471, 4.27874, 4.06858, 4.09874, 4.10824, 3.99436, 4.00086, 4.00622, 4.11953, 4.11953, 4.11953, 4.04046, 4.05059, 3.97453]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[2, 5, 10, 13, 31]","['2021/8/8', '2021/7/18', '2021/6/20', '2021/5/23', '2021/4/18', '2021/3/21', '2021/2/21', '2021/1/24', '2020/12/27', '2020/11/29', '2020/10/25', '2020/9/27', '2020/8/30', '2020/7/26', '2020/6/28', '2020/5/31', '2020/4/26', '2020/3/29', '2020/2/23', '2020/1/26', '2019/12/29', '2019/11/24', '2019/10/27', '2019/9/29']","[3.48509, 3.48329, 3.80441, 3.91222, 4.01826, 4.13529, 4.14901, 4.08871, 3.94069, 3.94456, 3.94477, 3.94885, 3.49942, 3.68173, 3.69084, 3.5214, 3.37215, 3.38485, 3.65343, 3.65343, 3.65343, 3.64008, 3.6579, 3.40538]","['1 Star', '2 Stars', '3 Stars', '4 Stars', '5 Stars']","[7, 4, 14, 13, 24]"
